Complaint Year,Month,Patrol Borough Name,County,Offense Description,Bias Motive Description,Offense Category,General Offense Description
2020,12,PATROL BORO BKLYN SOUTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,2,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,3,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,3,PATROL BORO BKLYN NORTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-MUSLIM,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2020,8,PATROL BORO BKLYN NORTH,KINGS,GRAND LARCENY,ANTI-JEWISH,Religion/Religious Practice,GRAND LARCENY
2020,7,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,4,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-WHITE,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,10,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2020,11,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,1,PATROL BORO BKLYN SOUTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,1,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2020,1,PATROL BORO BKLYN NORTH,KINGS,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2020,7,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2020,7,PATROL BORO BKLYN NORTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2020,7,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2020,2,PATROL BORO BKLYN NORTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2020,8,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,10,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,1,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,1,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2020,1,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,2,PATROL BORO BKLYN NORTH,KINGS,FELONY ASSAULT,ANTI-WHITE,Race/Color,FELONY ASSAULT
2020,2,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,4,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MISCELLANEOUS PENAL LAW
2020,7,PATROL BORO BKLYN NORTH,KINGS,GRAND LARCENY,ANTI-JEWISH,Religion/Religious Practice,GRAND LARCENY
2020,10,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-ASIAN,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,11,PATROL BORO BKLYN NORTH,KINGS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,12,PATROL BORO BKLYN NORTH,KINGS,ASSAULT 3 & RELATED OFFENSES,ANTI-FEMALE,Gender,ASSAULT 3 & RELATED OFFENSES
2020,12,PATROL BORO BKLYN NORTH,KINGS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,9,PATROL BORO BKLYN NORTH,KINGS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2020,3,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,5,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,10,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,1,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,7,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,3,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-RELIGION/RELIGIOUS PRACTICE,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,1,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,1,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,2,PATROL BORO QUEENS SOUTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,2,PATROL BORO QUEENS SOUTH,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2020,3,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,9,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,9,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,11,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,6,PATROL BORO QUEENS NORTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2020,3,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,5,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,CRIMINAL MISCHIEF & RELATED OF
2020,7,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-RELIGION/RELIGIOUS PRACTICE,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,9,PATROL BORO QUEENS NORTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-BLACK,Race/Color,ASSAULT 3 & RELATED OFFENSES
2020,1,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,2,PATROL BORO QUEENS NORTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,6,PATROL BORO QUEENS NORTH,QUEENS,HARRASSMENT 2,ANTI-ASIAN,Race/Color,HARRASSMENT 2
2020,9,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,11,PATROL BORO QUEENS NORTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,11,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,7,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,7,PATROL BORO QUEENS NORTH,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2020,9,PATROL BORO QUEENS NORTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,12,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,1,PATROL BORO QUEENS SOUTH,QUEENS,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2020,10,PATROL BORO QUEENS NORTH,QUEENS,FELONY ASSAULT,ANTI-MUSLIM,Religion/Religious Practice,FELONY ASSAULT
2020,3,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2020,12,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,CRIMINAL MISCHIEF & RELATED OF
2020,1,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,1,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2020,4,PATROL BORO STATEN ISLAND,RICHMOND,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,1,PATROL BORO STATEN ISLAND,RICHMOND,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,6,PATROL BORO STATEN ISLAND,RICHMOND,ROBBERY,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ROBBERY/BURGLARY
2020,6,PATROL BORO STATEN ISLAND,RICHMOND,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,7,PATROL BORO STATEN ISLAND,RICHMOND,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2020,6,PATROL BORO STATEN ISLAND,RICHMOND,OFF. AGNST PUB ORD SENSBLTY &,ANTI-WHITE,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2020,8,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,2,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,3,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,FELONY ASSAULT
2021,4,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,6,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,6,PATROL BORO MAN SOUTH,NEW YORK,SEX CRIMES,ANTI-ASIAN,Race/Color,OTHER MISDEMEANOR
2021,6,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,7,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,9,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,2,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2021,4,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,11,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,2,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,2,PATROL BORO MAN SOUTH,NEW YORK,SEX CRIMES,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,OTHER MISDEMEANOR
2021,4,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2021,7,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2021,7,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2021,8,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,9,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-CATHOLIC,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,9,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,2,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,3,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2021,2,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,3,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2021,3,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,3,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,5,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2021,9,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,4,PATROL BORO MAN SOUTH,NEW YORK,GRAND LARCENY,ANTI-ASIAN,Race/Color,GRAND LARCENY
2021,4,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,5,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,9,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2021,4,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,9,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2021,12,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-LGBT (MIXED GROUP),Sexual Orientation,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,1,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,8,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,9,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,9,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,3,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,3,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-ASIAN,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,3,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,3,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-ASIAN,Race/Color,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,5,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,5,PATROL BORO MAN SOUTH,NEW YORK,ROBBERY,ANTI-ASIAN,Race/Color,ROBBERY/BURGLARY
2021,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2021,8,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,8,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,8,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2021,9,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-BLACK,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,3,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,4,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,4,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,4,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,4,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-JEWISH,Religion/Religious Practice,FELONY ASSAULT
2021,5,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-JEWISH,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2021,6,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO MAN SOUTH,NEW YORK,GRAND LARCENY,ANTI-JEWISH,Religion/Religious Practice,GRAND LARCENY
2021,6,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,8,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MISCELLANEOUS PENAL LAW
2021,8,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,4,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-ASIAN,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2021,4,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-ASIAN,Race/Color,MISCELLANEOUS PENAL LAW
2021,4,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,5,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,5,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
